Mod:Item:MetaData, Localized Name
tconstruct:cross_guard:0, Dark Garde en croix
tconstruct:cross_guard:0, Souled Garde en croix
tconstruct:cross_guard:0, Garde en croix of the End
tconstruct:cross_guard:0, Fake-Iron Garde en croix
tconstruct:cross_guard:0, Steeleaf Garde en croix
tconstruct:cross_guard:0, Ardent Garde en croix
tconstruct:cross_guard:0, Chevaleresque Garde en croix
tconstruct:cross_guard:0, Garde en croix de bois
tconstruct:cross_guard:0, Pierre Garde en croix
tconstruct:cross_guard:0, Silex Garde en croix
tconstruct:cross_guard:0, Cactus Garde en croix
tconstruct:cross_guard:0, Os Garde en croix
tconstruct:cross_guard:0, Obsidienne Garde en croix
tconstruct:cross_guard:0, Prismarine Garde en croix
tconstruct:cross_guard:0, End Garde en croix
tconstruct:cross_guard:0, Papier Garde en croix
tconstruct:cross_guard:0, Éponge Garde en croix
tconstruct:cross_guard:0, Bois de lave Garde en croix
tconstruct:cross_guard:0, Fer Garde en croix
tconstruct:cross_guard:0, Fonte Garde en croix
tconstruct:cross_guard:0, Knightslime Garde en croix
tconstruct:cross_guard:0, Slime Garde en croix
tconstruct:cross_guard:0, Garde en croix de Slime bleu
tconstruct:cross_guard:0, Slime de magma Garde en croix
tconstruct:cross_guard:0, Roche du Nether Garde en croix
tconstruct:cross_guard:0, Cobalt Garde en croix
tconstruct:cross_guard:0, Ardite Garde en croix
tconstruct:cross_guard:0, Manyullyn Garde en croix
tconstruct:cross_guard:0, Cuivre Garde en croix
tconstruct:cross_guard:0, Bronze Garde en croix
tconstruct:cross_guard:0, Plomb Garde en croix
tconstruct:cross_guard:0, Argent Garde en croix
tconstruct:cross_guard:0, Électrum Garde en croix
tconstruct:cross_guard:0, Acier Garde en croix
tconstruct:cross_guard:0, Magical Wooden Garde en croix
tconstruct:cross_guard:0, Evil Infused Garde en croix
tconstruct:cross_guard:0, Enchanted Garde en croix
tconstruct:cross_guard:0, Demonic Garde en croix
tconstruct:cross_guard:0, Blood Infused Wooden Garde en croix
tconstruct:cross_guard:0, Blood Infused Iron Garde en croix
tconstruct:cross_guard:0, Treated Wood Garde en croix
tconstruct:cross_guard:0, Constantan Garde en croix
tconstruct:cross_guard:0, Prosperity Shard Garde en croix
tconstruct:cross_guard:0, Soulium Garde en croix
tconstruct:cross_guard:0, Base Essence Garde en croix
tconstruct:cross_guard:0, Inferium Garde en croix
tconstruct:cross_guard:0, Prudentium Garde en croix
tconstruct:cross_guard:0, Intermedium Garde en croix
tconstruct:cross_guard:0, Superium Garde en croix
tconstruct:cross_guard:0, Supremium Garde en croix
tconstruct:cross_guard:0, Boron Garde en croix
tconstruct:cross_guard:0, Tough Alloy Garde en croix
tconstruct:cross_guard:0, Hard Carbon Garde en croix
tconstruct:cross_guard:0, Boron Nitride Garde en croix
tconstruct:cross_guard:0, Thorium Garde en croix
tconstruct:cross_guard:0, Uranium Garde en croix
tconstruct:cross_guard:0, Magnesium Garde en croix
tconstruct:cross_guard:0, Chocolate Garde en croix
tconstruct:cross_guard:0, Plastic Garde en croix
tconstruct:cross_guard:0, Pink Slime Garde en croix
tconstruct:cross_guard:0, Reinforced Pink Slime Garde en croix
tconstruct:cross_guard:0, Alumite Garde en croix
tconstruct:cross_guard:0, Nickel Garde en croix
tconstruct:cross_guard:0, Invar Garde en croix
tconstruct:cross_guard:0, Iridium Garde en croix
tconstruct:cross_guard:0, Jade Garde en croix
tconstruct:cross_guard:0, Sapphire Garde en croix
tconstruct:cross_guard:0, Ruby Garde en croix
tconstruct:cross_guard:0, Peridot Garde en croix
tconstruct:cross_guard:0, Malachite Garde en croix
tconstruct:cross_guard:0, Amber Garde en croix
tconstruct:cross_guard:0, Topaz Garde en croix
tconstruct:cross_guard:0, Tanzanite Garde en croix
tconstruct:cross_guard:0, Amethyst Garde en croix
tconstruct:cross_guard:0, Osmium Garde en croix
tconstruct:cross_guard:0, Refined Obsidian Garde en croix
tconstruct:cross_guard:0, Refined Glowstone Garde en croix
tconstruct:cross_guard:0, Osgloglas Garde en croix
tconstruct:cross_guard:0, Osmiridium Garde en croix
tconstruct:cross_guard:0, Titanium Garde en croix
tconstruct:cross_guard:0, Lumium Garde en croix
tconstruct:cross_guard:0, Signalum Garde en croix
tconstruct:cross_guard:0, Platinum Garde en croix
tconstruct:cross_guard:0, Enderium Garde en croix
tconstruct:cross_guard:0, Black Quartz Garde en croix
tconstruct:cross_guard:0, Void Garde en croix
tconstruct:cross_guard:0, Enori Garde en croix
tconstruct:cross_guard:0, Palis Garde en croix
tconstruct:cross_guard:0, Restonia Garde en croix
tconstruct:cross_guard:0, Emeradic Garde en croix
tconstruct:cross_guard:0, Diamatine Garde en croix
tconstruct:cross_guard:0, Infinity Garde en croix
tconstruct:cross_guard:0, Certus Quartz Garde en croix
tconstruct:cross_guard:0, Fluix Crystal Garde en croix
tconstruct:cross_guard:0, Mica Garde en croix
tconstruct:cross_guard:0, Litherite Garde en croix
tconstruct:cross_guard:0, Erodium Garde en croix
tconstruct:cross_guard:0, Kyronite Garde en croix
tconstruct:cross_guard:0, Pladium Garde en croix
tconstruct:cross_guard:0, Ionite Garde en croix
tconstruct:cross_guard:0, Aethium Garde en croix
tconstruct:cross_guard:0, Thaumium Garde en croix
tconstruct:cross_guard:0, Starmetal Garde en croix
tconstruct:cross_guard:0, Mirion Garde en croix
tconstruct:cross_guard:0, Livingwood Garde en croix
tconstruct:cross_guard:0, Manasteel Garde en croix
tconstruct:cross_guard:0, Elementium Garde en croix
tconstruct:cross_guard:0, Terrasteel Garde en croix
tconstruct:cross_guard:0, Bloodwood Garde en croix
tconstruct:cross_guard:0, Fusewood Garde en croix
tconstruct:cross_guard:0, Ghostwood Garde en croix
tconstruct:cross_guard:0, Darkwood Garde en croix
tconstruct:cross_guard:0, Wyvern Garde en croix
tconstruct:cross_guard:0, Awakened Garde en croix
tconstruct:cross_guard:0, Chaotic Garde en croix
tconstruct:cross_guard:0, Emerald Garde en croix
tconstruct:cross_guard:0, Dark Matter Garde en croix
tconstruct:cross_guard:0, Red Matter Garde en croix
tconstruct:large_plate:0, Electrical Plaque large
tconstruct:large_plate:0, Energetic Plaque large
tconstruct:large_plate:0, Vibrant Plaque large
tconstruct:large_plate:0, Red Plaque large
tconstruct:large_plate:0, Conductive Plaque large
tconstruct:large_plate:0, Pulsating Plaque large
tconstruct:large_plate:0, Dark Plaque large
tconstruct:large_plate:0, Souled Plaque large
tconstruct:large_plate:0, Plaque large of the End
tconstruct:large_plate:0, Fake-Iron Plaque large
tconstruct:large_plate:0, Écaille de nâga Plaque large
tconstruct:large_plate:0, Steeleaf Plaque large
tconstruct:large_plate:0, Ardent Plaque large
tconstruct:large_plate:0, Chevaleresque Plaque large
tconstruct:large_plate:0, Plaque large de bois
tconstruct:large_plate:0, Pierre Plaque large
tconstruct:large_plate:0, Silex Plaque large
tconstruct:large_plate:0, Cactus Plaque large
tconstruct:large_plate:0, Os Plaque large
tconstruct:large_plate:0, Obsidienne Plaque large
tconstruct:large_plate:0, Prismarine Plaque large
tconstruct:large_plate:0, End Plaque large
tconstruct:large_plate:0, Papier Plaque large
tconstruct:large_plate:0, Éponge Plaque large
tconstruct:large_plate:0, Bois de lave Plaque large
tconstruct:large_plate:0, Fer Plaque large
tconstruct:large_plate:0, Fonte Plaque large
tconstruct:large_plate:0, Knightslime Plaque large
tconstruct:large_plate:0, Slime Plaque large
tconstruct:large_plate:0, Plaque large de Slime bleu
tconstruct:large_plate:0, Slime de magma Plaque large
tconstruct:large_plate:0, Roche du Nether Plaque large
tconstruct:large_plate:0, Cobalt Plaque large
tconstruct:large_plate:0, Ardite Plaque large
tconstruct:large_plate:0, Manyullyn Plaque large
tconstruct:large_plate:0, Cuivre Plaque large
tconstruct:large_plate:0, Bronze Plaque large
tconstruct:large_plate:0, Plomb Plaque large
tconstruct:large_plate:0, Argent Plaque large
tconstruct:large_plate:0, Électrum Plaque large
tconstruct:large_plate:0, Acier Plaque large
tconstruct:large_plate:0, Magical Wooden Plaque large
tconstruct:large_plate:0, Evil Infused Plaque large
tconstruct:large_plate:0, Enchanted Plaque large
tconstruct:large_plate:0, Demonic Plaque large
tconstruct:large_plate:0, Blood Infused Wooden Plaque large
tconstruct:large_plate:0, Blood Infused Iron Plaque large
tconstruct:large_plate:0, Treated Wood Plaque large
tconstruct:large_plate:0, Constantan Plaque large
tconstruct:large_plate:0, Prosperity Shard Plaque large
tconstruct:large_plate:0, Soulium Plaque large
tconstruct:large_plate:0, Base Essence Plaque large
tconstruct:large_plate:0, Inferium Plaque large
tconstruct:large_plate:0, Prudentium Plaque large
tconstruct:large_plate:0, Intermedium Plaque large
tconstruct:large_plate:0, Superium Plaque large
tconstruct:large_plate:0, Supremium Plaque large
tconstruct:large_plate:0, Boron Plaque large
tconstruct:large_plate:0, Tough Alloy Plaque large
tconstruct:large_plate:0, Hard Carbon Plaque large
tconstruct:large_plate:0, Boron Nitride Plaque large
tconstruct:large_plate:0, Thorium Plaque large
tconstruct:large_plate:0, Uranium Plaque large
tconstruct:large_plate:0, Magnesium Plaque large
tconstruct:large_plate:0, Chocolate Plaque large
tconstruct:large_plate:0, Plastic Plaque large
tconstruct:large_plate:0, Pink Slime Plaque large
tconstruct:large_plate:0, Reinforced Pink Slime Plaque large
tconstruct:large_plate:0, Alumite Plaque large
tconstruct:large_plate:0, Nickel Plaque large
tconstruct:large_plate:0, Invar Plaque large
tconstruct:large_plate:0, Iridium Plaque large
tconstruct:large_plate:0, Jade Plaque large
tconstruct:large_plate:0, Sapphire Plaque large
tconstruct:large_plate:0, Ruby Plaque large
tconstruct:large_plate:0, Peridot Plaque large
tconstruct:large_plate:0, Malachite Plaque large
tconstruct:large_plate:0, Amber Plaque large
tconstruct:large_plate:0, Topaz Plaque large
tconstruct:large_plate:0, Tanzanite Plaque large
tconstruct:large_plate:0, Amethyst Plaque large
tconstruct:large_plate:0, Osmium Plaque large
tconstruct:large_plate:0, Refined Obsidian Plaque large
tconstruct:large_plate:0, Refined Glowstone Plaque large
tconstruct:large_plate:0, Osgloglas Plaque large
tconstruct:large_plate:0, Osmiridium Plaque large
tconstruct:large_plate:0, Titanium Plaque large
tconstruct:large_plate:0, Lumium Plaque large
tconstruct:large_plate:0, Signalum Plaque large
tconstruct:large_plate:0, Platinum Plaque large
tconstruct:large_plate:0, Enderium Plaque large
tconstruct:large_plate:0, Black Quartz Plaque large
tconstruct:large_plate:0, Void Plaque large
tconstruct:large_plate:0, Enori Plaque large
tconstruct:large_plate:0, Palis Plaque large
tconstruct:large_plate:0, Restonia Plaque large
tconstruct:large_plate:0, Emeradic Plaque large
tconstruct:large_plate:0, Diamatine Plaque large
tconstruct:large_plate:0, Infinity Plaque large
tconstruct:large_plate:0, Certus Quartz Plaque large
tconstruct:large_plate:0, Fluix Crystal Plaque large
tconstruct:large_plate:0, Mica Plaque large
tconstruct:large_plate:0, Litherite Plaque large
tconstruct:large_plate:0, Erodium Plaque large
tconstruct:large_plate:0, Kyronite Plaque large
tconstruct:large_plate:0, Pladium Plaque large
tconstruct:large_plate:0, Ionite Plaque large
tconstruct:large_plate:0, Aethium Plaque large
tconstruct:large_plate:0, Thaumium Plaque large
tconstruct:large_plate:0, Starmetal Plaque large
tconstruct:large_plate:0, Mirion Plaque large
tconstruct:large_plate:0, Livingwood Plaque large
tconstruct:large_plate:0, Manasteel Plaque large
tconstruct:large_plate:0, Elementium Plaque large
tconstruct:large_plate:0, Terrasteel Plaque large
tconstruct:large_plate:0, Bloodwood Plaque large
tconstruct:large_plate:0, Fusewood Plaque large
tconstruct:large_plate:0, Ghostwood Plaque large
tconstruct:large_plate:0, Darkwood Plaque large
tconstruct:large_plate:0, Wyvern Plaque large
tconstruct:large_plate:0, Awakened Plaque large
tconstruct:large_plate:0, Chaotic Plaque large
tconstruct:large_plate:0, Emerald Plaque large
tconstruct:large_plate:0, Dark Matter Plaque large
tconstruct:large_plate:0, Red Matter Plaque large
tconstruct:knife_blade:0, Electrical Lame de couteau
tconstruct:knife_blade:0, Energetic Lame de couteau
tconstruct:knife_blade:0, Vibrant Lame de couteau
tconstruct:knife_blade:0, Red Lame de couteau
tconstruct:knife_blade:0, Conductive Lame de couteau
tconstruct:knife_blade:0, Pulsating Lame de couteau
tconstruct:knife_blade:0, Dark Lame de couteau
tconstruct:knife_blade:0, Souled Lame de couteau
tconstruct:knife_blade:0, Lame de couteau of the End
tconstruct:knife_blade:0, Fake-Iron Lame de couteau
tconstruct:knife_blade:0, Steeleaf Lame de couteau
tconstruct:knife_blade:0, Ardent Lame de couteau
tconstruct:knife_blade:0, Chevaleresque Lame de couteau
tconstruct:knife_blade:0, Lame de couteau de bois
tconstruct:knife_blade:0, Pierre Lame de couteau
tconstruct:knife_blade:0, Silex Lame de couteau
tconstruct:knife_blade:0, Cactus Lame de couteau
tconstruct:knife_blade:0, Os Lame de couteau
tconstruct:knife_blade:0, Obsidienne Lame de couteau
tconstruct:knife_blade:0, Prismarine Lame de couteau
tconstruct:knife_blade:0, End Lame de couteau
tconstruct:knife_blade:0, Papier Lame de couteau
tconstruct:knife_blade:0, Éponge Lame de couteau
tconstruct:knife_blade:0, Bois de lave Lame de couteau
tconstruct:knife_blade:0, Fer Lame de couteau
tconstruct:knife_blade:0, Fonte Lame de couteau
tconstruct:knife_blade:0, Knightslime Lame de couteau
tconstruct:knife_blade:0, Slime Lame de couteau
tconstruct:knife_blade:0, Lame de couteau de Slime bleu
tconstruct:knife_blade:0, Slime de magma Lame de couteau
tconstruct:knife_blade:0, Roche du Nether Lame de couteau
tconstruct:knife_blade:0, Cobalt Lame de couteau
tconstruct:knife_blade:0, Ardite Lame de couteau
tconstruct:knife_blade:0, Manyullyn Lame de couteau
tconstruct:knife_blade:0, Cuivre Lame de couteau
tconstruct:knife_blade:0, Bronze Lame de couteau
tconstruct:knife_blade:0, Plomb Lame de couteau
tconstruct:knife_blade:0, Argent Lame de couteau
tconstruct:knife_blade:0, Électrum Lame de couteau
tconstruct:knife_blade:0, Acier Lame de couteau
tconstruct:knife_blade:0, Magical Wooden Lame de couteau
tconstruct:knife_blade:0, Evil Infused Lame de couteau
tconstruct:knife_blade:0, Enchanted Lame de couteau
tconstruct:knife_blade:0, Demonic Lame de couteau
tconstruct:knife_blade:0, Blood Infused Wooden Lame de couteau
tconstruct:knife_blade:0, Blood Infused Iron Lame de couteau
tconstruct:knife_blade:0, Treated Wood Lame de couteau
tconstruct:knife_blade:0, Constantan Lame de couteau
tconstruct:knife_blade:0, Prosperity Shard Lame de couteau
tconstruct:knife_blade:0, Soulium Lame de couteau
tconstruct:knife_blade:0, Base Essence Lame de couteau
tconstruct:knife_blade:0, Inferium Lame de couteau
tconstruct:knife_blade:0, Prudentium Lame de couteau
tconstruct:knife_blade:0, Intermedium Lame de couteau
tconstruct:knife_blade:0, Superium Lame de couteau
tconstruct:knife_blade:0, Supremium Lame de couteau
tconstruct:knife_blade:0, Boron Lame de couteau
tconstruct:knife_blade:0, Tough Alloy Lame de couteau
tconstruct:knife_blade:0, Hard Carbon Lame de couteau
tconstruct:knife_blade:0, Boron Nitride Lame de couteau
tconstruct:knife_blade:0, Thorium Lame de couteau
tconstruct:knife_blade:0, Uranium Lame de couteau
tconstruct:knife_blade:0, Magnesium Lame de couteau
tconstruct:knife_blade:0, Chocolate Lame de couteau
tconstruct:knife_blade:0, Plastic Lame de couteau
tconstruct:knife_blade:0, Pink Slime Lame de couteau
tconstruct:knife_blade:0, Reinforced Pink Slime Lame de couteau
tconstruct:knife_blade:0, Alumite Lame de couteau
tconstruct:knife_blade:0, Nickel Lame de couteau
tconstruct:knife_blade:0, Invar Lame de couteau
tconstruct:knife_blade:0, Iridium Lame de couteau
tconstruct:knife_blade:0, Jade Lame de couteau
tconstruct:knife_blade:0, Sapphire Lame de couteau
tconstruct:knife_blade:0, Ruby Lame de couteau
tconstruct:knife_blade:0, Peridot Lame de couteau
tconstruct:knife_blade:0, Malachite Lame de couteau
tconstruct:knife_blade:0, Amber Lame de couteau
tconstruct:knife_blade:0, Topaz Lame de couteau
tconstruct:knife_blade:0, Tanzanite Lame de couteau
tconstruct:knife_blade:0, Amethyst Lame de couteau
tconstruct:knife_blade:0, Osmium Lame de couteau
tconstruct:knife_blade:0, Refined Obsidian Lame de couteau
tconstruct:knife_blade:0, Refined Glowstone Lame de couteau
tconstruct:knife_blade:0, Osgloglas Lame de couteau
tconstruct:knife_blade:0, Osmiridium Lame de couteau
tconstruct:knife_blade:0, Titanium Lame de couteau
tconstruct:knife_blade:0, Lumium Lame de couteau
tconstruct:knife_blade:0, Signalum Lame de couteau
tconstruct:knife_blade:0, Platinum Lame de couteau
tconstruct:knife_blade:0, Enderium Lame de couteau
tconstruct:knife_blade:0, Black Quartz Lame de couteau
tconstruct:knife_blade:0, Void Lame de couteau
tconstruct:knife_blade:0, Enori Lame de couteau
tconstruct:knife_blade:0, Palis Lame de couteau
tconstruct:knife_blade:0, Restonia Lame de couteau
tconstruct:knife_blade:0, Emeradic Lame de couteau
tconstruct:knife_blade:0, Diamatine Lame de couteau
tconstruct:knife_blade:0, Infinity Lame de couteau
tconstruct:knife_blade:0, Certus Quartz Lame de couteau
tconstruct:knife_blade:0, Fluix Crystal Lame de couteau
tconstruct:knife_blade:0, Mica Lame de couteau
tconstruct:knife_blade:0, Litherite Lame de couteau
tconstruct:knife_blade:0, Erodium Lame de couteau
tconstruct:knife_blade:0, Kyronite Lame de couteau
tconstruct:knife_blade:0, Pladium Lame de couteau
tconstruct:knife_blade:0, Ionite Lame de couteau
tconstruct:knife_blade:0, Aethium Lame de couteau
tconstruct:knife_blade:0, Thaumium Lame de couteau
tconstruct:knife_blade:0, Starmetal Lame de couteau
tconstruct:knife_blade:0, Mirion Lame de couteau
tconstruct:knife_blade:0, Livingwood Lame de couteau
tconstruct:knife_blade:0, Manasteel Lame de couteau
tconstruct:knife_blade:0, Elementium Lame de couteau
tconstruct:knife_blade:0, Terrasteel Lame de couteau
tconstruct:knife_blade:0, Bloodwood Lame de couteau
tconstruct:knife_blade:0, Fusewood Lame de couteau
tconstruct:knife_blade:0, Ghostwood Lame de couteau
tconstruct:knife_blade:0, Darkwood Lame de couteau
tconstruct:knife_blade:0, Wyvern Lame de couteau
tconstruct:knife_blade:0, Awakened Lame de couteau
tconstruct:knife_blade:0, Chaotic Lame de couteau
tconstruct:knife_blade:0, Emerald Lame de couteau
